PARK ID,PARK NAME,FULL ADDRESS,CITY,STATE,ZIP CODE,CLASSIFICATION,WEBSITE,ACREAGE,AIRGUN RANGE,AIRNASIUM,ARCHERY  RANGE,BASKETBALL INDOOR,BASKETBALL OUTDOOR,BIKE REPAIR STATION,BIRD WATCHING WILDLIFE VIEWING,BLUEWAY TRAILHEAD,BMX TRACK,CANOE KAYAK LAUNCH,CRICKET PITCH,CROQUET COURT,DISC GOLF,DOG PARK,EQUESTRIAN,FISHING ACCESS,FITNESS CENTER,FITNESS STATION OUTDOOR,GARDEN ABORETUM,GOLF COURSE 9 HOLE,GOLF COURSE 18 HOLE,GREENWAY TRAILHEAD,MOUNTAIN BIKE TRAIL,MULTI-PURPOSE BALL FIELD,NATURE TRAIL,PAVILION,PLAYGOUND,PRIMITIVE TRAIL,RECREATION CENTER,RUGBY FIELD,RV PARK,SAND VOLLEYBALL,SHUFFLEBOARD,SKATE PARK,SOCCER FIELD,SPLASH PAD,STADIUM,SWIMMING POOL,TENNIS CENTER,TENNIS COURT,VELODROME,WALKING LOOP OUTDOOR,WALKING TRACK INDOOR,GEOLOCATION
MYRTH,MARY RUTH PARK,8808 MARY RUTH AVE,BATON ROUGE,LOUISIANA,70810,Neighborhood,http://www.brec.org/index.cfm/park/MaryRuth,0.50,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.111457 30.386113)
FREST,FOREST COMMUNITY PARK,13900 S HARRELL'S FERRY RD,BATON ROUGE,LOUISIANA,70816,Community,http://www.brec.org/index.cfm/park/forestcommunitypark,115.62,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,POINT (-91.030829 30.43105)
NSTRE,NORTH STREET PARK,4100 NORTH ST,BATON ROUGE,LOUISIANA,70806,Neighborhood,http://www.brec.org/index.cfm/park/NorthStreet,9.98,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.144809 30.453764)
CDRCR,CEDARCREST PARK,2490 SILVEREST AVE,BATON ROUGE,LOUISIANA,70816,Neighborhood,http://www.brec.org/index.cfm/park/Cedarcrest,5.00,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,POINT (-91.072308 30.428373)
SPTAC,SPORTS ACADEMY,1002 LAUREL ST,BATON ROUGE,LOUISIANA,70802,Special Facility,http://www.brec.org/index.cfm/park/SportsAcademy,1.00,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.179311 30.450637)
NBLVD,NORTH BOULEVARD PARK,1640 NORTH BLVD,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/NorthBoulevard,0.16,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.172129 30.447669)
CAMLT,CAMELOT PARK,3166 LANCELOT DR,BATON ROUGE,LOUISIANA,70816,Neighborhood,http://www.brec.org/index.cfm/park/Camelot,0.75,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.043807 30.424185)
LBRNT,LEBRENT AVENUE PARK,6401 LEBRENT AVE,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/LebrentAvenue,0.10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.127147 30.565944)
MNTSO,MONTE SANO PARK,2727 GREENWELL ST,BAKER,LOUISIANA,70714,Neighborhood,http://www.brec.org/index.cfm/park/MonteSano,54.14,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
DROZE,DROZE ROAD PARK,7700 DROZE RD,GREENWELL SPRINGS,LOUISIANA,70739,Neighborhood,http://www.brec.org/index.cfm/park/DrozeRoad,2.75,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.005946 30.521196)
RSVLT,ROOSEVELT STREET PARK,1011 W ROOSEVELT ST,BATON ROUGE,LOUISIANA,70802,Neighborhood,http://www.brec.org/index.cfm/park/RooseveltStreet,3.30,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.190765 30.421514)
WMPLD,MILFORD WAMPOLD MEMORIAL PARK,901 STANFORD AVE,BATON ROUGE,LOUISIANA,70808,Neighborhood,http://www.brec.org/index.cfm/park/MilfordWampoldMemorialPark,4.15,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.163484 30.408352)
ANTOC,ANTIOCH BOULEVARD PARK,6229 ANTIOCH BLVD,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/Antioch,30.37,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.002156 30.39352)
HVGDR,HARTLEY/VEY PARK AT GARDERE,1702 GARDERE LN,BATON ROUGE,LOUISIANA,70820,Neighborhood,http://www.brec.org/index.cfm/park/HartleyVeyGardere,14.86,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.12903 30.353264)
CHNAR,COHN ARBORETUM,12206 FOSTER RD,BATON ROUGE,LOUISIANA,70811,Special Facility,http://www.brec.org/index.cfm/park/CohnArboretum,15.59,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.120515 30.557891)
BRKFD,BROOKFIELD AVENUE PARK,17650 BROOKFIELD AVE,BATON ROUGE,LOUISIANA,70817,Neighborhood,http://www.brec.org/index.cfm/park/BrookfieldAvenue,6.48,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,POINT (-91.000308 30.358224)
BRBCA,BURBANK NATURE RESERVE,8858 BURBANK DR,BATON ROUGE,LOUISIANA,70820,Conservation,http://www.brec.org/index.cfm/park/BurbankConservation,58.18,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.128799 30.362503)
JCKSN,JACKSON COMMUNITY PARK,12250 SULLIVAN RD,CENTRAL,LOUISIANA,70818,Community,http://www.brec.org/index.cfm/park/JacksonCommunityPark,9.55,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,POINT (-91.040128 30.558812)
EBRKT,EAST BROOKSTOWN PARK,4300 E BROOKSTOWN DR,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/EastBrookstown,1.00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.128239 30.489563)
CNGRS,CONGRESS PARK,5100 CONGRESS BLVD,BATON ROUGE,LOUISIANA,70808,Neighborhood,http://www.brec.org/index.cfm/park/Congress,2.92,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.133326 30.418656)
ACTWY,ACADIAN THRUWAY PARK,2751 N ACADIAN THWY W,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/AcadianThruway,0.64,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,POINT (-91.156551 30.472717)
MGCTY,MAGNOLIA CEMETERY,422 N 19TH ST,BATON ROUGE,LOUISIANA,70802,Special Facility,http://www.brec.org/index.cfm/park/MagnoliaCemetary,16.50,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.169341 30.450908)
KRWRN,KERR WARREN PARK,4100 GERONIMO ST,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/KerrWarren,5.14,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.161971 30.486832)
KNDLW,KENDALWOOD CONSERVATION AREA,24700 KENDALWOOD RD,BATON ROUGE,LOUISIANA,70817,Conservation,http://www.brec.org/index.cfm/park/Kendalwood,85.12,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-90.912951 30.350498)
WNHST,WENONAH STREET PARK,2521 CHIPPEWA ST,BATON ROUGE,LOUISIANA,70805,Neighborhood,http://www.brec.org/index.cfm/park/WenonahStreet,0.11,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,POINT (-91.163657 30.47327)
GRNWD,GREENWOOD COMMUNITY PARK,3400 LAVEY LN,BAKER,LOUISIANA,70714,Golf Course,http://www.brec.org/index.cfm/park/GreenwoodCommunityPark,658.85,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,POINT (-91.16583 30.575345)
